ID,movie_name,year,Timing(min),Rating(10),Votes,Genre,Language
tt4228378,shhh!,1993.0,135 min,8.6,888,"Horror, Mystery, Thriller            ",kannada
tt14484766,ekko badshah rani,2016.0,113 min,-,-,Drama            ,gujarati
tt14357922,behram daku,2002.0,-,-,-,-,punjabi
tt6882334,manchatti,2017.0,-,-,-,"Short, Drama            ",malayalam
tt0216063,panama pasama,1968.0,175 min,6.2,11,-,tamil
tt8943038,edutha sabantham mudipen,1979.0,126 min,-,-,Drama            ,tamil
tt9048934,melam kottu thali kattu,1988.0,129 min,-,-,Drama            ,tamil
tt14127388,zabata,1993.0,155 min,-,-,Action            ,urdu
tt0061467,chhoti si mulaqat,1967.0,175 min,6.8,37,"Drama, Romance            ",hindi
tt0448413,chor aur chand,1993.0,137 min,7.1,51,"Action, Adventure, Drama            ",hindi
tt4882622,pak mohabbat napak rishta,2005.0,-,-,-,Thriller            ,hindi
tt0269797,roop rupaiya,1968.0,-,-,-,-,hindi
tt0439754,pyaar mein twist,2005.0,123 min,6.2,183,"Comedy, Drama, Musical            ",hindi
tt0439869,varsham,2004.0,159 min,7.1,"1,262","Action, Comedy, Romance            ",telugu
tt11941730,parda,1949.0,123 min,-,-,Drama            ,hindi
tt6821388,sivappu enakku pidikkum,2017.0,-,7.4,9,Drama            ,tamil
tt14502692,panchabhoothalu sakshiga,2014.0,-,-,-,Drama            ,telugu
tt8914540,anjatha singam,1987.0,110 min,-,-,Drama            ,tamil
tt4389410,ladies first,2000.0,106 min,3.6,20,Romance            ,hindi
tt7088290,prothom prem,2007.0,-,-,-,Romance            ,bengali
tt6912732,turup (checkmate),2017.0,72 min,8.0,42,Drama            ,hindi
tt0029911,bhabi,1938.0,-,6.3,9,"Drama, Family            ",hindi
tt7179784,irumbu thirai,2018.0,160 min,7.7,"3,882","Action, Thriller            ",tamil
tt0498914,jigra jatt da,1992.0,132 min,-,-,-,punjabi
tt5228896,a little light'll do ya: defending democracy in america,2005.0,55 min,-,-,Documentary            ,urdu
tt14097924,aanum pennum,2021.0,97 min,6.8,36,Drama            ,malayalam
tt0247491,madalasa,1948.0,114 min,-,-,Drama            ,telugu
tt0356035,sibiram,1997.0,-,-,-,-,malayalam
tt10433322,asuren ii,2019.0,-,-,-,Crime            ,malayalam
tt1562846,7 islands and a metro,2006.0,100 min,6.3,10,Documentary            ,urdu
tt1545576,anjali,1988.0,114 min,6.6,15,Romance            ,bengali
tt9615026,kuthoosi,2019.0,134 min,5.3,39,Action            ,tamil
tt13613014,satrumun kidaitha thagaval,2009.0,-,-,-,Drama            ,tamil
tt0237302,hawain,1996.0,-,3.0,29,-,urdu
tt4126104,mehdi+priya,2015.0,86 min,-,-,Horror            ,bengali
tt8237482,world's greatest mountains,2018.0,45 min,7.4,5,Documentary            ,nepali
tt0281089,prema chitram pelli vichitram,1993.0,-,6.7,11,"Comedy, Drama            ",telugu
tt9445114,bus stop,2000.0,125 min,4.8,27,Romance            ,marathi
tt8665682,bristi tomake dilam,2019.0,-,6.7,6,Thriller            ,bengali
tt0355905,poratham,1983.0,-,-,-,-,telugu
tt13131756,kathal burir bagan,1988.0,48 min,-,-,Drama            ,bengali
tt13932558,swipe,2000.0,14 min,-,-,"Animation, Short, Thriller            ",urdu
tt1634331,jatra: hyalagaad re tyalagaad,2005.0,133 min,6.7,141,"Comedy, Crime, Drama            ",marathi
tt6543286,tales of siva 1,2009.0,65 min,-,-,"Animation, Family, History            ",hindi
tt14338608,eesha,2006.0,-,-,-,Drama            ,kannada
-,modhala minchu,2021.0,-,-,-,Drama            ,kannada
tt12715356,sangharsh jivnacha,2001.0,-,-,-,Drama            ,marathi
tt0155691,ek nanhi munni ladki thi,1970.0,136 min,6.1,10,Drama            ,hindi
tt2236636,karmayogi,2012.0,-,4.2,30,Drama            ,malayalam
tt8032636,nimisham,2018.0,121 min,3.6,7,"Action, Thriller            ",malayalam
tt14097208,little master,2014.0,-,-,-,Drama            ,kannada
tt5230164,therottam,1971.0,-,-,-,-,tamil
tt6836558,meelo evaru koteeswarudu,2016.0,130 min,5.7,23,"Comedy, Romance            ",telugu
tt0293342,lajja,2001.0,202 min,6.7,"2,510","Action, Crime, Drama            ",hindi
tt11465444,angulika,2020.0,-,-,-,Drama            ,telugu
tt5993682,tumi shudhu amar,2003.0,147 min,-,-,"Drama, Romance            ",bengali
tt12969354,shami keno asami,1997.0,-,-,-,Drama            ,bengali
tt11091876,tu hi to meri jaan hai radha,2013.0,156 min,-,-,Drama            ,bhojpuri
tt0317332,deepaaradhana,1983.0,-,-,-,-,malayalam
tt0252259,bali,1991.0,-,-,-,-,malayalam
tt0317386,druva natchathiram,1993.0,-,7.9,9,-,tamil
tt9773182,aatli batli phutli,2015.0,111 min,-,-,Drama            ,marathi
tt0479747,sansani: the sensation,1981.0,-,4.9,9,Thriller            ,hindi
tt0353970,samagamam,1993.0,-,-,-,"Drama, Romance            ",malayalam
tt10923074,devar sala aankh mare,2019.0,128 min,-,-,Drama            ,bhojpuri
tt4023852,welcome 2 karachi,2015.0,131 min,4.3,"1,105","Action, Comedy, War            ",urdu
-,someone,2000.0,160 min,-,-,"Drama, Romance            ",hindi
tt0291738,attimari,1981.0,132 min,5.9,14,"Action, Thriller            ",malayalam
tt14364938,jatt tay dogar,1982.0,-,-,-,-,punjabi
tt0311381,kaadu kudure,1978.0,117 min,7.1,7,"Drama, Romance            ",kannada
tt0156656,jung bahadur,1935.0,-,-,-,-,hindi
tt10243652,anurag,2004.0,-,-,-,Drama            ,assamese
tt1858758,karalu miriyalu,2011.0,-,4.8,8,"Comedy, Drama, Family            ",telugu
tt0250180,420,1992.0,116 min,6.9,10,"Comedy, Thriller            ",telugu
tt0388554,yuhi kabhi,1994.0,-,6.1,10,"Comedy, Drama            ",hindi
tt0293391,mankolangal,2001.0,117 min,-,-,-,malayalam
tt0332777,thushaaram,1981.0,-,5.7,6,-,malayalam
tt2655702,daku bijlee,1986.0,-,-,-,Action            ,hindi
tt0304469,nepal pyaro chha,2001.0,-,8.1,19,-,nepali
tt1218038,the president is coming,2009.0,90 min,6.8,636,Comedy            ,urdu
tt0214813,jasyach tase,1951.0,-,-,-,-,marathi
tt0410149,kali salwaar,2002.0,112 min,6.2,94,Drama            ,hindi
tt1899287,shakespeare m.a. malayalam,2008.0,-,3.4,128,"Comedy, Drama            ",malayalam
tt13613110,innoruvan,2009.0,155 min,-,-,Drama            ,tamil
tt1907721,men will be men,2011.0,-,5.1,8,Comedy            ,hindi
tt2739632,ganga ki beti,1985.0,-,-,-,Drama            ,bhojpuri
tt0432047,sarkar,2005.0,124 min,7.6,"15,852","Action, Crime, Drama            ",hindi
tt3817950,hemalkasa,2014.0,119 min,8.7,959,"Biography, Drama, History            ",marathi
tt1306975,game,2007.0,146 min,5.3,25,"Action, Crime, Drama            ",hindi
tt0332590,college beauty,1979.0,-,-,-,-,malayalam
tt0157964,man mandir,1971.0,142 min,5.2,32,"Drama, Family            ",hindi
tt0085925,mekanik,1983.0,-,7.4,19,"Comedy, Drama            ",tamil
tt11363300,mad dreams of a cg designer,2013.0,-,-,-,Short            ,malayalam
tt3739256,sama,2019.0,-,-,-,Romance            ,hindi
tt11348954,aayiram jenmangal,2019.0,-,-,-,Horror            ,tamil
tt7099484,dus din pore,2007.0,-,-,-,Thriller            ,bengali
tt6072824,mr & mrs unwanted,2016.0,-,-,-,Drama            ,marathi
tt0077457,dooratwa,1979.0,96 min,6.8,24,Drama            ,bengali
tt0232564,saazish,1988.0,-,5.1,40,Action            ,hindi
tt10441568,maana ka gharana,2000.0,-,-,-,-,urdu
tt6707906,odiyan,2018.0,167 min,5.5,"3,322","Action, Drama, Fantasy            ",malayalam
tt7743444,bandookraj,2018.0,-,-,-,-,hindi
tt2624070,bajiraocha beta,1971.0,-,-,-,Drama            ,marathi
tt4778746,muqadder,1998.0,-,-,-,"Action, Drama            ",punjabi
tt1365030,madrasapattinam,2010.0,165 min,7.8,"2,196","Drama, History, Romance            ",tamil
tt4300696,santan,1999.0,133 min,6.9,15,Drama            ,bengali
tt4136676,adomya,2014.0,99 min,6.6,8,Drama            ,assamese
tt4985112,cubicles,2016.0,22 min,-,-,"Documentary, Short            ",urdu
tt0785069,umar,2006.0,135 min,5.6,67,"Crime, Drama, Musical            ",hindi
tt2177633,maaro,2011.0,-,4.8,51,Action            ,telugu
tt2887968,shivalika,2013.0,95 min,-,-,Animation            ,hindi
tt0338264,mother,1999.0,142 min,4.3,53,"Comedy, Drama            ",hindi
tt8954776,ghillida,2009.0,140 min,-,-,Drama            ,tamil
tt0390155,kalyana mandapam,1971.0,142 min,-,-,-,telugu
-,kikli,2000.0,-,-,-,Family            ,punjabi
-,21: battle of saragarhi,2000.0,-,-,-,War            ,punjabi
tt2742680,waqt ke zanjeer,1989.0,-,-,-,Drama            ,hindi
tt4439178,vaaimai,2016.0,95 min,3.2,46,Drama            ,tamil
tt0269512,mangalyaniki maromudi,1976.0,-,-,-,Drama            ,telugu
tt3673644,chakravyuh,1996.0,-,-,-,Drama            ,hindi
tt0216174,sanai,1977.0,-,-,-,Drama            ,bengali
tt0130350,vishwatma,1992.0,174 min,6.5,"1,197","Action, Drama, Thriller            ",hindi
tt5087804,flying colors,2016.0,84 min,6.0,13,Drama            ,hindi
tt14230158,tees mar khan,1956.0,-,-,-,-,punjabi
tt11483132,prema antha easy kadu,2019.0,140 min,-,-,Drama            ,telugu
tt1035476,maa bahen aur biwi,1974.0,132 min,-,-,Drama            ,hindi
tt7770186,azhagin bommi,2017.0,124 min,-,-,-,tamil
-,ibbaru b.tech students journey,2000.0,-,-,-,Drama            ,kannada
tt4361472,dristibhram,2015.0,50 min,7.6,19,"Drama, Mystery, Romance            ",nepali
tt7770228,preminche panilo vunna,2018.0,-,-,-,-,telugu
-,sridevi soda center,2021.0,-,-,-,Comedy            ,telugu
tt1392146,endina ramayana,1984.0,92 min,7.2,8,-,kannada
tt0320718,velaikkaaran,1987.0,139 min,6.7,256,Comedy            ,tamil
tt0272304,sree guruvayoorappan,1972.0,141 min,7.0,5,-,malayalam
tt6131328,english padam,2017.0,126 min,1.8,38,Comedy            ,tamil
tt0256129,karthika,1968.0,149 min,-,-,-,malayalam
tt7921232,laal ishq,2000.0,-,8.0,50,"Action, Comedy, Drama            ",urdu
tt2140092,g: the tele-film,2000.0,120 min,-,-,"Horror, Mystery            ",urdu
tt0829210,kaash... hamara dil pagal na hota,2003.0,149 min,4.0,6,Comedy            ,hindi
tt1849067,saazish,1998.0,140 min,5.0,18,Drama            ,hindi
tt2679084,500 ka note,2002.0,-,-,-,Thriller            ,hindi
tt14170336,rung do rangi,2000.0,-,-,-,"Drama, Family            ",urdu
-,asura samhara,2000.0,84 min,-,-,Drama            ,kannada
tt0213300,unkhilli muttiar,1983.0,120 min,-,-,"Action, Comedy, Crime            ",punjabi
tt14296028,nikkah,1985.0,-,-,-,-,punjabi
tt10017502,lost einstein,2018.0,48 min,-,-,"Drama, Sci-Fi            ",telugu
tt8983054,sameeram,2018.0,130 min,7.4,5,"Drama, Romance            ",telugu
tt0082971,indiana jones and the raiders of the lost ark,1981.0,115 min,8.4,"894,336","Action, Adventure            ",nepali
tt0261859,niluvu dopidi,1968.0,-,-,-,-,telugu
tt2998098,aabhraan,2015.0,117 min,-,-,Family            ,marathi
tt0155887,mr. pellam,1993.0,123 min,7.3,128,"Comedy, Drama            ",telugu
tt0843479,calcutta after midnight,1938.0,-,-,-,Drama            ,hindi
tt8212526,sindoor,1980.0,136 min,-,-,Drama            ,nepali
tt0384597,pulival kalyanam,2003.0,147 min,6.8,447,Comedy            ,malayalam
tt1885203,baromas,2013.0,123 min,-,-,Drama            ,hindi
tt4709496,qaboot e pawardigaar,1978.0,-,-,-,Drama            ,hindi
tt10137620,ariyath veethigal,1984.0,-,-,-,Drama            ,malayalam
tt2678786,geet milan ke gaate rehenge,1992.0,-,-,-,Romance            ,hindi
tt5586108,nithya jothe sathya,2016.0,126 min,-,-,"Romance, Thriller            ",kannada
tt11646326,azar ki ayegi baraat,2009.0,-,8.5,6,"Comedy, Drama, Family            ",urdu
tt2380288,nee varuvai ena,1999.0,159 min,6.5,237,Romance            ,tamil
tt0256865,kuruthikalam,1969.0,-,-,-,-,malayalam
tt0326363,vishali,1973.0,-,-,-,-,telugu
tt9450766,saudagar,1942.0,-,-,-,Drama            ,hindi
tt2784594,murde ki jaan khatre mein,1985.0,-,7.0,5,Comedy            ,hindi
tt0154700,kabli khan,1963.0,123 min,4.8,9,"Action, Musical            ",hindi
tt3185114,lakshmi,2013.0,160 min,5.4,33,Action            ,kannada
tt11512500,delhi to lahore,2018.0,-,-,-,Action            ,punjabi
tt6359454,chauhar,2017.0,123 min,6.8,15,Drama            ,hindi
tt2949874,varadanayaka,2013.0,150 min,6.1,155,"Action, Drama            ",kannada
tt14163298,zakhmi police 302,2006.0,-,-,-,Drama            ,marathi
-,india dial 100,2000.0,-,-,-,Crime            ,hindi
tt0234414,palattukoman,1962.0,-,-,-,-,malayalam
tt6522546,spyder,2017.0,155 min,6.6,"9,238","Action, Crime, Thriller            ",telugu
tt3420276,unnaithan thambi,1974.0,-,-,-,-,tamil
tt4522176,kyun hua achanak,2013.0,-,-,-,-,hindi
tt11564382,youthful love,2015.0,146 min,-,-,Romance            ,telugu
tt13188310,400,2016.0,157 min,-,-,Drama            ,kannada
tt0230033,besahara,1987.0,-,-,-,Drama            ,hindi
tt1247165,bud tameez,1976.0,-,-,-,-,punjabi
tt5203734,columbus,2015.0,127 min,7.0,93,Comedy            ,telugu
tt1656171,dam999,2011.0,108 min,3.4,977,"Adventure, Drama, Sci-Fi            ",malayalam
tt12925006,27 b beadon street,2014.0,127 min,8.4,5,Drama            ,bengali
tt0490013,tora,2004.0,63 min,-,-,Family            ,hindi
tt8463738,journey premachi,2017.0,-,-,-,Romance            ,marathi
tt14338698,olave,2005.0,-,-,-,Drama            ,kannada
tt0175735,himmat,1970.0,152 min,6.4,31,"Action, Drama, Thriller            ",hindi
tt0214188,tansen,1943.0,122 min,7.5,24,"Drama, Musical, Romance            ",hindi
tt0246923,shehnai,1964.0,-,5.8,16,"Musical, Romance            ",hindi
tt2617820,tabe tai hok,2012.0,105 min,5.0,82,Drama            ,bengali
tt0308417,is raat ki subah nahin,1996.0,131 min,6.8,274,"Crime, Thriller            ",hindi
tt5812842,meeku meere maaku meeme,2016.0,-,7.0,26,"Drama, Romance            ",telugu
tt0151200,khandan,1942.0,171 min,5.9,13,"Drama, Family            ",hindi
tt10569524,jodi hakki,1997.0,-,-,-,-,kannada
tt0246049,maa inti premayanam,1983.0,-,6.0,8,-,telugu
tt2787096,immanuel,2013.0,140 min,6.8,"1,185",Drama            ,malayalam
tt0363773,locket,1986.0,-,6.1,35,"Action, Thriller            ",bengali
tt0091267,insaaf ki awaaz,1986.0,162 min,4.8,28,"Action, Drama            ",hindi
tt12735356,solla solla inikkum,2009.0,129 min,-,-,Romance            ,tamil
tt10415648,nathuram,2019.0,-,-,-,Action            ,kannada
tt0494997,tum karo vaada,1993.0,-,6.8,17,Romance            ,hindi
tt14223294,dosri shadi,1968.0,-,-,-,-,urdu
tt0135621,rakshak,1996.0,164 min,4.7,293,"Action, Thriller            ",hindi
tt3904154,unbounded love aka ishq ki inteha,2000.0,-,-,-,Drama            ,urdu
tt2450598,ek daav dhobhipachhad,2008.0,146 min,7.8,98,Comedy            ,marathi
tt0269415,kaduvulai kandan,1963.0,-,-,-,-,tamil
tt0278573,mrudula,1990.0,-,-,-,-,malayalam
-,dna mein gandhiji,2000.0,-,-,-,Comedy            ,hindi
tt8081068,salute,2009.0,138 min,-,-,Action            ,kannada
tt1111869,50 lakh,2007.0,-,6.5,81,"Comedy, Thriller            ",hindi
tt0155758,indru poyi naalai vaa,1981.0,137 min,7.4,208,Comedy            ,tamil
tt6363184,lala hardaul,2012.0,147 min,7.4,8,History            ,hindi
tt3985956,hercules,2000.0,112 min,6.1,94,Comedy            ,bengali
tt8400458,classic,2016.0,-,6.1,8,Drama            ,nepali
tt14200822,sannata,2000.0,45 min,-,-,Drama            ,urdu
tt14246460,purana papi,1995.0,-,-,-,-,urdu
tt0214785,idaya malar,1976.0,133 min,6.0,20,"Drama, Romance            ",tamil
tt0364211,arimpara,2003.0,90 min,7.2,36,Drama            ,malayalam
tt0255683,viplavakarikal,1968.0,-,-,-,-,malayalam
tt1194232,jaane kahan se aayi hai,2010.0,94 min,3.8,565,"Comedy, Drama, Fantasy            ",gujarati
tt0390661,zindagi ya toofan,1958.0,-,6.3,7,Drama            ,hindi
tt10477954,saad,2012.0,-,-,-,Drama            ,marathi
tt14252674,heegu unte,2008.0,-,-,-,Drama            ,kannada
tt6323458,tired,2015.0,-,-,-,"Short, Drama            ",malayalam
tt13037966,meemu,2020.0,15 min,-,-,Short            ,malayalam
tt1199534,tulsi: mathrudevobhava,2008.0,134 min,6.0,79,Drama            ,hindi
tt0157540,dillagi,1978.0,-,6.9,202,"Comedy, Romance            ",hindi
tt10795940,reel,2000.0,153 min,-,-,Drama            ,tamil
tt6721716,bidehir khonje rabindranath,2011.0,94 min,-,-,Drama            ,bengali
tt0466304,koottu,2004.0,-,3.5,18,"Action, Comedy, Drama            ",malayalam
-,victor,2000.0,-,-,-,Thriller            ,hindi
tt0214406,abhisarika,1938.0,-,-,-,-,bengali
tt1620537,mazloom,1959.0,-,-,-,Drama            ,urdu
tt0155075,pyaar ka tarana,1993.0,136 min,4.4,23,"Musical, Drama            ",hindi
tt0214996,nokketha dhoorathu kannum nattu,1984.0,130 min,7.7,346,Drama            ,malayalam
tt3031896,lakeer ka fakeer,2013.0,113 min,5.4,128,Crime            ,hindi
tt1756397,april fool,2010.0,125 min,3.6,79,Comedy            ,malayalam
tt0425350,perumazhakkalam,2004.0,146 min,7.1,251,Drama            ,malayalam
tt10081402,tandav,2019.0,126 min,1.5,211,Drama            ,marathi
tt3628798,insan aur insaan,1985.0,-,-,-,Romance            ,hindi
tt0351697,sannayi appanna,1980.0,-,-,-,-,telugu
tt0290644,haye mera dil,1968.0,170 min,6.5,11,Drama            ,hindi
tt10737974,kali muni tharisanam,2019.0,-,8.7,27,Fantasy            ,tamil
tt8785134,natasaarvabhowma,2019.0,157 min,6.9,969,Action            ,kannada
tt13283442,shree sai,2015.0,164 min,-,-,Drama            ,kannada
tt7787678,tsunami,2018.0,-,-,-,Drama            ,bengali
tt6049232,sava ser gehu,1989.0,-,-,-,Drama            ,hindi
tt0317242,chinna thaayi,1992.0,-,5.9,8,-,tamil
tt0376637,hamari duniya,1952.0,-,-,-,-,hindi
tt13223734,bittersweet,2000.0,101 min,-,-,Drama            ,marathi
tt0137455,dastak,1970.0,145 min,7.2,120,Drama            ,hindi
tt2106581,om,2000.0,-,5.2,6,Horror            ,hindi
tt6272828,mubarakan,2017.0,156 min,5.5,"3,535","Comedy, Romance            ",hindi
tt1764254,when hainan meets teochew,2010.0,81 min,6.7,37,"Comedy, Romance            ",tamil
tt7288806,jai jai maharashtra majha,2012.0,131 min,6.3,7,Drama            ,marathi
tt0379251,dharti,1946.0,-,-,-,-,hindi
tt11058056,laboratory,2018.0,95 min,5.7,46,Drama            ,bengali
tt6840840,eleyaru naavu geleyaru,2017.0,132 min,-,-,Drama            ,kannada
tt9389572,raahee,2018.0,108 min,-,-,Drama            ,kannada
tt1522329,tum mile,2009.0,140 min,4.9,"1,498","Drama, Romance            ",hindi
tt0154304,chandrahasa,1933.0,-,-,-,-,hindi
tt0499246,rani aur jaani,1973.0,-,-,-,Action            ,hindi
tt13460288,may 1st,2018.0,124 min,-,-,Horror            ,kannada
tt0237748,sipahi ka sapna,1948.0,-,-,-,-,hindi
tt3079782,olli,2013.0,90 min,4.4,7,Action            ,tamil
tt0060689,mera saaya,1966.0,128 min,7.6,856,"Drama, Musical, Mystery            ",hindi
tt0316753,tharu oru janmam koodi,1978.0,-,-,-,-,malayalam
tt4561260,on the way,2000.0,144 min,-,-,"Drama, Thriller            ",malayalam
tt13393798,aasami,2012.0,122 min,-,-,Drama            ,tamil
tt13187384,protifolon,2020.0,45 min,-,-,Drama            ,bengali
tt0431776,andarivaadu,2005.0,162 min,4.5,343,"Action, Comedy, Drama            ",telugu
tt8108222,pranayakatha,2014.0,138 min,-,-,Romance            ,malayalam
tt10370434,runam,2019.0,131 min,8.8,89,Romance            ,telugu
tt7045604,sathi tumi aamar,2010.0,157 min,-,-,Romance            ,bengali
tt13410824,chobber sidhu,2019.0,-,-,-,-,hindi
tt1360217,seetheyalla savithri,1973.0,128 min,-,-,-,kannada
tt13013140,devar jee,2006.0,158 min,-,-,Drama            ,bhojpuri
tt0266333,biwi-o-biwi,1981.0,156 min,7.0,200,"Comedy, Romance            ",hindi
tt9537008,gini helida kathe,2019.0,138 min,9.1,236,Drama            ,kannada
tt10755608,jamun,2021.0,92 min,7.4,356,"Drama, Family            ",hindi
tt13249412,shaadi mubarak,2021.0,136 min,7.1,380,"Comedy, Romance            ",telugu
tt0253671,setu bandhan,1932.0,-,-,-,Drama            ,marathi
tt0257025,rahasyam,1969.0,144 min,-,-,-,malayalam
tt1584117,sat bhai,1963.0,-,-,-,Drama            ,bengali
tt0271563,indraprastham,1996.0,137 min,5.1,133,"Crime, Thriller            ",malayalam
tt1575687,subhavartha,1998.0,140 min,-,-,Family            ,telugu
tt0243149,bindiya aur bandook,1972.0,-,2.3,7,Action            ,hindi
tt0154729,khana,1938.0,-,-,-,Drama            ,bengali
tt6851664,romeo n bullet,2017.0,116 min,-,-,Drama            ,hindi
tt12393526,bulbbul,2020.0,94 min,6.5,"9,782","Drama, Horror, Mystery            ",hindi
tt6053908,karachi law,2000.0,25 min,-,-,Crime            ,urdu
-,ek villain returns,2022.0,-,-,-,"Action, Thriller            ",hindi
tt0323866,sagara,2001.0,-,-,-,-,malayalam
tt9789036,bharate bari,1975.0,-,-,-,Drama            ,bengali
tt0271535,gundammagari krishnulu,1987.0,124 min,6.3,7,Comedy            ,telugu
tt7686268,ek raat,2017.0,156 min,-,-,Drama            ,hindi
tt0231771,hyoch navra pahije,1980.0,-,6.4,12,"Comedy, Musical            ",marathi
-,untitled luv ranjan film,2022.0,-,-,-,Comedy            ,hindi
tt11490170,hit,2020.0,125 min,7.7,"3,393","Action, Crime, Drama            ",telugu
tt1390850,sardar,1957.0,-,-,-,"Action, History, War            ",urdu
tt4772968,priyotama,2006.0,145 min,7.1,43,"Drama, Musical, Romance            ",bengali
tt0080376,barsaat ki ek raat,1981.0,142 min,6.3,311,"Romance, Thriller            ",hindi
tt0156367,birieswar vivekananda,1964.0,-,7.4,10,Drama            ,bengali
tt0381585,sharafat chhod di main ne,1976.0,115 min,5.8,24,Drama            ,hindi
-,thamilarasan,2000.0,-,-,-,Drama            ,tamil
tt2071418,bezawada,2011.0,105 min,3.3,210,"Action, Crime            ",telugu
tt3175576,the message,2000.0,-,-,-,"Short, Action            ",nepali
tt0426092,majnu,1935.0,-,-,-,-,hindi
tt2062703,venicile vyapari,2011.0,-,5.1,320,"Comedy, Drama, Family            ",malayalam
tt2025520,chal diye,2000.0,-,-,-,"Short, Fantasy            ",urdu
tt4649566,sampoorna shiv leela,2001.0,-,-,-,Drama            ,hindi
tt0214171,sudarshan chakra,1956.0,-,-,-,-,hindi
tt2795626,be aabroo,1983.0,-,4.7,6,Action            ,hindi
tt8857792,u &i,2010.0,135 min,-,-,Drama            ,telugu
tt1139671,yeh hai pyar ka mausam,2001.0,108 min,2.4,5,Crime            ,hindi
-,dil bole india,2000.0,-,-,-,"Adventure, Comedy, Mystery            ",hindi
tt13491066,abcd,2005.0,143 min,-,-,"Drama, Romance            ",tamil
tt9537084,ajay passayyadu,2019.0,122 min,-,-,Drama            ,telugu
tt0961063,lal kothi,1978.0,123 min,6.1,15,Thriller            ,bengali
tt0232035,mala ghevun chala,1988.0,-,6.6,7,Comedy            ,marathi
tt0333719,karthavyam,1982.0,-,-,-,-,malayalam
tt0337613,divya shakti,1993.0,180 min,3.8,195,"Action, Drama            ",hindi
tt0215517,angoor,1982.0,131 min,8.3,"4,858",Comedy            ,hindi
tt2610258,bavuttiyude namathil,2012.0,150 min,5.5,291,"Comedy, Drama            ",malayalam
tt12743546,mr llb,2018.0,127 min,-,-,Comedy            ,kannada
tt1883350,street singer,1966.0,-,-,-,"Drama, Musical            ",hindi
tt2593354,oscar fun talk,2000.0,29 min,-,-,Talk-Show            ,nepali
tt0275442,kalabaaz,1977.0,145 min,6.4,29,"Action, Adventure, Drama            ",hindi
tt2048834,premer taj mahal,2002.0,146 min,6.5,49,Romance            ,bengali
tt8073332,musafir,2013.0,-,4.8,5,Drama            ,malayalam
tt2767894,daughter,2000.0,-,-,-,Family            ,hindi
tt14077066,dum dum diga diga,2008.0,112 min,-,-,Comedy            ,marathi
tt12410730,saltanat e dil,2000.0,-,-,-,Romance            ,urdu
tt7711090,benarasi,1962.0,119 min,-,-,Drama            ,bengali
tt14465930,yashoda,2017.0,112 min,-,-,Drama            ,gujarati
tt0470251,byatikrami,2003.0,108 min,6.7,6,Drama            ,bengali
tt9403776,hu narendra modi banva mangu chu,2019.0,135 min,2.4,37,Drama            ,gujarati
tt13702048,meshtru,2010.0,-,-,-,Drama            ,kannada
tt13577346,maanavan ninaithal,2008.0,135 min,-,-,Drama            ,tamil
tt0157841,jaanwar aur insaan,1972.0,155 min,6.3,35,"Action, Adventure, Thriller            ",hindi
tt0384217,jai ganesh,1978.0,-,-,-,"Drama, Fantasy            ",hindi
tt3713444,born forbidden aka meharun nisa,2000.0,46 min,-,-,Drama            ,urdu
tt12176268,navra mumbaicha,1999.0,-,-,-,Comedy            ,marathi
-,alice,2000.0,-,-,-,Drama            ,tamil
tt0373891,hatyara,1977.0,-,6.3,31,"Action, Crime            ",hindi
tt6974882,rani,2018.0,14 min,8.3,18,"Short, Drama            ",urdu
-,mysore masala,2000.0,-,-,-,"Drama, Sci-Fi            ",kannada
tt1620552,naghma-e-dil,1959.0,-,-,-,Musical            ,urdu
tt14230156,bara admi,1981.0,-,-,-,-,urdu
tt1290536,saudamini,1950.0,-,-,-,Drama            ,hindi
tt0468831,pauran,2005.0,141 min,4.5,26,"Crime, Drama, Romance            ",malayalam
tt1149394,khuli khidki,1989.0,-,3.2,11,Crime            ,hindi
tt13479294,antharangam,2010.0,-,-,-,Drama            ,tamil
tt0213863,mastani,1955.0,-,-,-,-,hindi
-,an ode to time and space,2021.0,60 min,-,-,Documentary            ,nepali
tt11686588,wafa,2016.0,-,-,-,"Drama, Family, Romance            ",urdu
tt7419382,kalavu thozhirchalai,2017.0,138 min,5.9,25,Thriller            ,tamil
tt7227538,rai-the living miracle: longer version,2000.0,20 min,-,-,"Documentary, Short            ",urdu
tt6760704,brindavanam,2017.0,170 min,6.8,166,Drama            ,tamil
tt0768708,thavamai thavamiruntu,2005.0,180 min,7.8,493,Drama            ,tamil
tt14463034,joothanu?,2018.0,153 min,-,-,Drama            ,gujarati
tt0157963,mamlar phal,1956.0,-,-,-,-,bengali
tt10858682,marzi,2000.0,-,-,-,Drama            ,urdu
tt0276542,sunehra sansar,1975.0,-,5.4,22,"Drama, Family            ",hindi
-,alert 24x7,2000.0,-,-,-,"Action, Thriller            ",hindi
tt6832032,laily majnu,1983.0,140 min,4.2,5,"Drama, Fantasy, Musical            ",bengali
tt0375883,kala pahad,1933.0,-,-,-,-,hindi
tt0448691,pratimurti,1993.0,-,-,-,-,hindi
tt2976140,police story 3,2011.0,-,6.6,37,Action            ,kannada
tt0369637,kuch naa kaho,2003.0,169 min,5.4,"2,207","Comedy, Drama, Romance            ",hindi
tt4228400,sar ankhon par,1999.0,-,6.5,84,Drama            ,hindi
tt0390655,zinda bhoot,1937.0,-,-,-,-,hindi
